Gene	baseMean	MeanExprSmall	MeanExprLarge	log2FoldChange	FoldChange	lfcSE	stat	pvalue	padj	Direction
IK	4181.275	3120.047	4844.543	0.632	1.55	0.21	3.007	2.64e-03	4.75e-02	Up in Large
ACOT11	93.943	154.726	55.953	-1.482	0.358	0.493	-3.006	2.64e-03	4.75e-02	Down in Large
LOC102156610	7.319	19.03	6.079	-6.938	0.008	2.308	-3.007	2.64e-03	4.75e-02	Down in Large
LOC119869650	5.628	12.634	1.249	-2.861	0.138	0.952	-3.007	2.64e-03	4.75e-02	Down in Large
SLCO1A2	270.569	394.598	193.051	-1.044	0.485	0.347	-3.007	2.63e-03	4.75e-02	Down in Large
LOC111093878	8.42	20.223	7.244	-4.259	0.052	1.417	-3.006	2.64e-03	4.75e-02	Down in Large
CD99	4577.812	6562.531	3337.363	-0.973	0.509	0.324	-3.006	2.64e-03	4.75e-02	Down in Large
LOC106559008	2.774	6.935	0.173	-4.651	0.04	1.547	-3.006	2.65e-03	4.76e-02	Down in Large
PRCC	1037.459	754.102	1214.557	0.687	1.61	0.229	3.004	2.66e-03	4.77e-02	Up in Large
LOC102156577	248.957	444.762	126.578	-1.809	0.285	0.602	-3.004	2.66e-03	4.77e-02	Down in Large
LOC111090374	84.158	161.958	35.534	-2.198	0.218	0.731	-3.005	2.66e-03	4.77e-02	Down in Large
CD5	81.912	133.18	49.869	-1.409	0.376	0.469	-3.005	2.66e-03	4.77e-02	Down in Large
LOC119870228	18.896	122.487	7.814	-3.125	0.115	1.04	-3.005	2.66e-03	4.77e-02	Down in Large
LOC111093425	13.883	30.568	3.454	-3.173	0.111	1.056	-3.004	2.66e-03	4.77e-02	Down in Large
LOC111095320	432.074	1041.401	51.244	-4.347	0.049	1.447	-3.003	2.67e-03	4.78e-02	Down in Large
LOC119871670	4.813	11.519	0.621	-4.085	0.059	1.36	-3.003	2.67e-03	4.78e-02	Down in Large
LOC119872296	20.529	42.598	6.737	-2.704	0.153	0.901	-3.003	2.68e-03	4.78e-02	Down in Large
LOC119872118	3.206	7.786	0.343	-4.79	0.036	1.596	-3.001	2.69e-03	4.79e-02	Down in Large
LOC102151420	3.015	7.839	0	-5.688	0.019	1.895	-3.001	2.69e-03	4.79e-02	Down in Large
LOC119876498	31.088	56.27	15.349	-1.891	0.27	0.63	-3.001	2.69e-03	4.79e-02	Down in Large
GRK2	6955.854	4390.896	8558.952	0.962	1.948	0.32	3.001	2.69e-03	4.79e-02	Up in Large
LOC119866961	11.505	84.871	1.247	-4.474	0.045	1.491	-3.001	2.69e-03	4.79e-02	Down in Large
GCNT2	289.073	402.794	217.997	-0.833	0.561	0.277	-3.001	2.69e-03	4.79e-02	Down in Large
RNF19B	1514.399	1127.573	1756.165	0.637	1.555	0.212	2.999	2.71e-03	4.81e-02	Up in Large
LOC119873474	10131.542	23568.666	1733.339	-3.765	0.074	1.256	-2.999	2.71e-03	4.81e-02	Down in Large
LOC119869395	6.46	13.871	1.828	-2.912	0.133	0.971	-2.999	2.71e-03	4.81e-02	Down in Large
LOC111093727	38.995	83.978	10.88	-2.947	0.13	0.983	-3	2.70e-03	4.81e-02	Down in Large
LMX1A	19.751	44.486	4.292	-3.372	0.097	1.124	-3	2.70e-03	4.81e-02	Down in Large
RAD21L1	37.528	67.732	18.65	-1.827	0.282	0.61	-2.997	2.73e-03	4.84e-02	Down in Large
LOC486757	136.027	86.345	167.079	0.916	1.886	0.306	2.997	2.73e-03	4.84e-02	Up in Large
CLIC4	6380.865	9665.909	4327.712	-1.159	0.448	0.387	-2.996	2.74e-03	4.85e-02	Down in Large
TRNAW-CCA.3	4.557	11.156	0.432	-4.866	0.034	1.624	-2.996	2.74e-03	4.85e-02	Down in Large
TRNAT-CGU.1	6.105	15.763	0.069	-6.205	0.014	2.072	-2.996	2.74e-03	4.85e-02	Down in Large
LOC111090394	87.64	182.137	28.58	-2.671	0.157	0.892	-2.995	2.74e-03	4.85e-02	Down in Large
LOC100687921	7.205	17.102	1.019	-4.057	0.06	1.355	-2.994	2.75e-03	4.87e-02	Down in Large
LOC111096042	16.909	27.915	10.03	-1.597	0.331	0.533	-2.994	2.76e-03	4.87e-02	Down in Large
PREP	1893.514	1373.011	2218.829	0.69	1.614	0.231	2.994	2.75e-03	4.87e-02	Up in Large
LOC119872320	30.135	50.062	17.68	-1.341	0.395	0.448	-2.993	2.76e-03	4.88e-02	Down in Large
LOC119874103	12.86	31.824	1.007	-5.006	0.031	1.673	-2.993	2.76e-03	4.88e-02	Down in Large
LOC102151580	72.061	115.141	45.135	-1.282	0.411	0.428	-2.993	2.77e-03	4.88e-02	Down in Large
LOC111099018	28.408	66.734	4.454	-3.908	0.067	1.307	-2.992	2.78e-03	4.89e-02	Down in Large
LOC102152870	9.988	21.603	2.729	-3.043	0.121	1.017	-2.991	2.78e-03	4.90e-02	Down in Large
LOC111095981	19.801	41.591	6.183	-2.749	0.149	0.919	-2.991	2.78e-03	4.90e-02	Down in Large
ERICH5	155.675	265.042	87.32	-1.596	0.331	0.534	-2.99	2.79e-03	4.90e-02	Down in Large
LOC119869409	48.885	108.729	11.482	-3.241	0.106	1.084	-2.99	2.79e-03	4.90e-02	Down in Large
LOC119864328	10.673	24.976	1.734	-3.814	0.071	1.275	-2.991	2.79e-03	4.90e-02	Down in Large
SPRY2	1465.656	1029.667	1738.149	0.749	1.68	0.25	2.989	2.80e-03	4.90e-02	Up in Large
LOC111091944	18.887	45.513	2.245	-4.35	0.049	1.455	-2.99	2.79e-03	4.90e-02	Down in Large
LOC111092926	6.306	15.359	0.648	-4.841	0.035	1.619	-2.99	2.79e-03	4.90e-02	Down in Large
ARHGAP31	5313.813	7646.85	3855.665	-0.987	0.504	0.33	-2.991	2.78e-03	4.90e-02	Down in Large
ZNF792	230.616	340.018	162.239	-1.039	0.487	0.348	-2.988	2.80e-03	4.91e-02	Down in Large
FOXJ1	65.734	117.492	33.385	-1.79	0.289	0.599	-2.988	2.81e-03	4.91e-02	Down in Large
LOC119869780	7.316	17.337	7.983	-4.004	0.062	1.34	-2.988	2.80e-03	4.91e-02	Down in Large
LOC119865794	83.291	183.17	20.867	-3.123	0.115	1.045	-2.988	2.81e-03	4.91e-02	Down in Large
LOC111097140	27.399	55.928	9.568	-2.499	0.177	0.837	-2.986	2.82e-03	4.92e-02	Down in Large
LOC111097400	85.218	186.726	21.775	-3.094	0.117	1.036	-2.986	2.83e-03	4.92e-02	Down in Large
LOC119874180	6.759	17.176	0.248	-5.52	0.022	1.848	-2.987	2.82e-03	4.92e-02	Down in Large
LOC119874184	4.85	12.61	5.471	-6.353	0.012	2.127	-2.986	2.82e-03	4.92e-02	Down in Large
LOC111091086	4.687	12.186	0	-6.304	0.013	2.111	-2.986	2.82e-03	4.92e-02	Down in Large
LOC111091799	4.668	12.137	3.283	-6.298	0.013	2.109	-2.986	2.83e-03	4.92e-02	Down in Large
LOC111093865	4.747	11.961	10.086	-5.741	0.019	1.922	-2.987	2.82e-03	4.92e-02	Down in Large
LOC119867924	16.002	34.548	4.411	-2.879	0.136	0.964	-2.986	2.82e-03	4.92e-02	Down in Large
TRNAC-GCA.16	3.841	9.874	0.07	-5.631	0.02	1.886	-2.986	2.82e-03	4.92e-02	Down in Large
ECM2	1107.874	1797.015	677.16	-1.408	0.377	0.472	-2.985	2.84e-03	4.93e-02	Down in Large
PHPT1	1152.755	716.452	1425.445	0.99	1.986	0.332	2.984	2.84e-03	4.93e-02	Up in Large
LOC119869823	13.386	31.7	1.939	-3.967	0.064	1.329	-2.985	2.84e-03	4.93e-02	Down in Large
LOC119864762	29.439	56.127	12.759	-2.091	0.235	0.7	-2.985	2.83e-03	4.93e-02	Down in Large
FMOD	355.349	536.767	241.962	-1.146	0.452	0.384	-2.985	2.84e-03	4.93e-02	Down in Large
DLG3	3421.391	2310.896	4115.451	0.832	1.78	0.279	2.984	2.84e-03	4.93e-02	Up in Large
LOC111096045	49.669	102.468	16.669	-2.61	0.164	0.875	-2.983	2.85e-03	4.94e-02	Down in Large
LOC119876431	5.031	9.364	2.323	-2.211	0.216	0.741	-2.983	2.86e-03	4.94e-02	Down in Large
LOC111091386	174.954	107.886	216.871	0.951	1.933	0.319	2.983	2.85e-03	4.94e-02	Up in Large
LOC102156144	145.012	223.137	96.183	-1.182	0.441	0.396	-2.983	2.86e-03	4.94e-02	Down in Large
LOC111092938	3.396	8.828	0	-5.756	0.018	1.93	-2.982	2.86e-03	4.94e-02	Down in Large
LOC106558217	5.695	12.821	1.241	-3.374	0.096	1.131	-2.983	2.85e-03	4.94e-02	Down in Large
METTL21A	739.375	947.629	609.216	-0.61	0.655	0.204	-2.982	2.86e-03	4.94e-02	Down in Large
FYB1	212.89	316.054	148.412	-1.078	0.474	0.361	-2.982	2.86e-03	4.95e-02	Down in Large
LOC111090703	27.295	47.901	14.416	-1.74	0.299	0.584	-2.981	2.87e-03	4.95e-02	Down in Large
LOC119876756	17.025	109.045	8.789	-3.165	0.111	1.062	-2.98	2.88e-03	4.96e-02	Down in Large
LOC119869456	36.812	267.348	4.458	-4.309	0.05	1.446	-2.98	2.88e-03	4.96e-02	Down in Large
LOC102157186	4.793	11.987	11.239	-4.924	0.033	1.652	-2.98	2.88e-03	4.96e-02	Down in Large
LOC102156023	6.663	15.737	0.992	-3.943	0.065	1.323	-2.981	2.88e-03	4.96e-02	Down in Large
LOC119866983	4.648	10.31	1.108	-2.631	0.161	0.883	-2.98	2.88e-03	4.96e-02	Down in Large
LOC119870469	41.846	79.22	18.487	-2.035	0.244	0.683	-2.978	2.90e-03	4.98e-02	Down in Large
IFNK	13.004	28.239	3.483	-2.952	0.129	0.991	-2.979	2.90e-03	4.98e-02	Down in Large
HSP90AB1	30623.374	24167.98	34657.994	0.519	1.433	0.174	2.978	2.90e-03	4.98e-02	Up in Large
LOC119869520	19.952	35.358	10.323	-1.796	0.288	0.603	-2.978	2.90e-03	4.98e-02	Down in Large
ARPC2	4719.158	3455.007	5509.252	0.671	1.592	0.225	2.978	2.90e-03	4.98e-02	Up in Large
LOC119870374	27.65	52.098	12.37	-2.054	0.241	0.69	-2.977	2.91e-03	4.99e-02	Down in Large
SATL1	6.93	17.262	0.472	-4.988	0.032	1.675	-2.977	2.91e-03	4.99e-02	Down in Large
LOC119867716	5.116	11.365	1.21	-3.193	0.109	1.073	-2.976	2.92e-03	5.00e-02	Down in Large
